title,company,location,posted,url,stem
"Re-Advert: Monitoring, Evaluation and Learning officer ",Mercy Corps ,Gode," April 16, 2023",https://qaranjobs.com/job/re-advert-monitoring-evaluation-and-learning-officer-gode/,0
Team Assistant ,WHO ,Hargeisa," April 16, 2023",https://qaranjobs.com/job/team-assistant-hargeisa/,0
Procurement Manager ,Dahabshiil Real Estate ,"Mogadishu, Somalia"," April 16, 2023",https://qaranjobs.com/job/procurement-manager-mogadishu-somalia-2/,0
Request for Research Paper Nursing and Midwifes ,Somaliland Nursing And Midwifery Association SLNMA ,Somaliland," April 16, 2023",https://qaranjobs.com/job/request-for-research-paper-nursing-and-midwifes-somaliland/,0
Project Coordinator ,DRC ,"Mogadishu, Somalia"," April 15, 2023",https://qaranjobs.com/job/project-coordinator-safety-nets-mogadishu/,0
Retail Logistics Consultant (3 Positions) ,CTG ,Bosasso," April 15, 2023",https://qaranjobs.com/job/retail-logistics-consultant-3-positions-bosasso/,0
Retail Logistics Consultant ,CTG ,Jowhar," April 15, 2023",https://qaranjobs.com/job/retail-logistics-consultant-jowhar/,0
Retail Logistics Consultant ,CTG Global ,Hargeisa," April 15, 2023",https://qaranjobs.com/job/retail-logistics-consultant-hargeisa/,0
"Re-Advert: Monitoring & evaluation officer (team leader, monitoring and Learning) ",WFP ,"Mogadishu, Somalia"," April 15, 2023",https://qaranjobs.com/job/re-advert-monitoring-evaluation-officer-team-leader-monitoring-and-learning-mogadishu-somalia/,0
Programme Associate (School Feeding) ,WFP ,"Mogadishu, Somalia"," April 15, 2023",https://qaranjobs.com/job/programme-associate-school-feeding-mogadishu-somalia/,0
Programme Associate (Small Holder Farmers) ,WFP ,"Baidoa, Somalia"," April 15, 2023",https://qaranjobs.com/job/programme-associate-small-holder-farmers-baidoa-somalia/,0
Finance Coordinator ,Save the Children ,Mogadishu," April 15, 2023",https://qaranjobs.com/job/finance-coordinator-financial-planning-analysis-fpa-mogadishu/,0
Programme Officer Education ,Save the Children ,Baidoa," April 15, 2023",https://qaranjobs.com/job/programme-officer-education-baidoa/,0
Jobs at UNHCR Somalia (7 Positions) ,UNHCR ,Somalia," April 12, 2023",https://qaranjobs.com/job/jobs-at-unhcr-somalia-7-positions-somali-jobs/,0
Senior Administrative Asst ,UNHCR ,Gaalkacyo," April 12, 2023",https://qaranjobs.com/job/senior-administrative-asst-gaalkacyo/,0
Marketing Officer ,Telesom Company ,Hargeisa," April 12, 2023",https://qaranjobs.com/job/marketing-officer-hargeisa/,0
National Campaigns and Public Mobilization Manager ,Save the Children ,Somalia," April 12, 2023",https://qaranjobs.com/job/national-campaigns-and-public-mobilization-manager-mogadishu-hargeisa-garowe/,0
MEAL Coordinator ,Himilo Organization For Development - (HOD) ,Galmudug State Of Somalia," April 12, 2023",https://qaranjobs.com/job/meal-coordinator-galmudug-state-of-somalia/,0
Community Mobilizers (4 Position) ,Polish Humanitarian Action (PAH) ,"Jowhar, Somalia"," April 12, 2023",https://qaranjobs.com/job/community-mobilizers-4-position-jowhar-somalia/,0
Crowd Controller (3 Position) ,Polish Humanitarian Action (PAH) ,"Jowhar, Somalia"," April 12, 2023",https://qaranjobs.com/job/crowd-controller-3-position-jowhar-somalia/,0
Field Monitors (2 Positions) ,Polish Humanitarian Action (PAH) ,"Jowhar, Somalia"," April 12, 2023",https://qaranjobs.com/job/field-monitors-2-positions-jowhar-somalia/,0
FSL Project Officer ,Polish Humanitarian Action (PAH) ,"Jowhar, Somalia"," April 12, 2023",https://qaranjobs.com/job/fsl-project-officer-jowhar-somalia/,0
FSL Project Assistant (2 Position) ,Polish Humanitarian Action (PAH) ,"Jowhar, Somalia"," April 12, 2023",https://qaranjobs.com/job/fsl-project-assistant-2-position-jowhar-somalia/,0
Scope Registrars (4 Positions) ,Polish Humanitarian Action (PAH) ,"Jowhar, Somalia"," April 12, 2023",https://qaranjobs.com/job/scope-registrars-4-positions-jowhar-somalia/,0
Programme Management Unit Roster of experts ,Interpeace ,Somalia," April 11, 2023",https://qaranjobs.com/job/programme-management-unit-roster-of-experts-somalia-somaliland/,0
IT Service Delivery Management Officer ,UNHCR ,Mogadishu," April 11, 2023",https://qaranjobs.com/job/it-service-delivery-management-officer-mogadishu/,0
Programme Officer ,UNHCR ,Hargeisa," April 11, 2023",https://qaranjobs.com/job/programme-officer-hargeisa-2/,0
Programme Officer ,UNHCR ,"Mogadishu, Somalia"," April 11, 2023",https://qaranjobs.com/job/programme-officer-mogadishu/,0
Associate Protection Officer ,UNHCR ,Mogadishu," April 11, 2023",https://qaranjobs.com/job/associate-protection-officer-mogadishu/,0
Security Associate G6 ,WFP ,"Dhusamareb, Somalia"," April 11, 2023",https://qaranjobs.com/job/security-associate-g6-dhusamareb-somalia/,0
Field Monitor ,CTG ,"Garowe / Galkayo, Somalia"," April 11, 2023",https://qaranjobs.com/job/field-monitor-garowe-galkayo-somalia/,0
Security Manager and Operations Support Chelsea Village (1 Position) ,CTG ,"Mogadishu, Somalia"," April 11, 2023",https://qaranjobs.com/job/security-manager-and-operations-support-chelsea-village-1-position-mogadishu-somalia/,0
Head Of Support Services ,DRC ,"Mogadishu, Somalia"," April 11, 2023",https://qaranjobs.com/job/head-of-support-services-mogadishu-somalia-3/,0
Emergency Coordinator ,DRC ,"Mogadishu, Somalia"," April 11, 2023",https://qaranjobs.com/job/emergency-coordinator-mogadishu-somalia-6/,0
Jobs at Mercy Corps Somalia (7 Positions) ,Mercy Corps ,Somalia," April 10, 2023",https://qaranjobs.com/?post_type=job_listing&p=26012,0
Supply Chain Assistant ,IRC ,"Mogadishu, Somalia"," April 10, 2023",https://qaranjobs.com/job/supply-chain-assistant-mogadishu-somalia/,0
Surveillance Coordinator ,WHO ,"Mogadishu, Somalia"," April 10, 2023",https://qaranjobs.com/job/surveillance-coordinator-lica-9-mogadishu-somalia/,0
Regional Public Health & Polio Eradication officer (RPHO) ,WHO ,"Garowe, Somalia"," April 10, 2023",https://qaranjobs.com/job/regional-public-health-polio-eradication-officer-rpho-lica-8-garowe-somalia/,0
Unarmed Security Guard -Hargeisa ,WHO ,Hargeisa," April 10, 2023",https://qaranjobs.com/job/unarmed-security-guard-hargeisa-g2-lica-modality-contract/,0
Facilitator for Business Training for Income Generating Activities (IGAs) ,Trócaire ,"Gedo, Somalia"," April 10, 2023",https://qaranjobs.com/job/facilitator-for-business-training-for-income-generating-activities-igas-gedo-somalia/,0
Terms Of Reference for Qualitative Data Analysis and Reporting of Project Rolling Profile Data ,CARE ,Somalia," April 10, 2023",https://qaranjobs.com/job/terms-of-reference-for-qualitative-data-analysis-and-reporting-of-project-rolling-profile-data-somalia/,0
Terms Of Reference Work In Progres (WiP!) Learning Production ,OXFAM ,Somaliland," April 10, 2023",https://qaranjobs.com/job/terms-of-reference-work-in-progres-wip-learning-production-somaliland/,0
Programme Assistant ,Save the Children ,"Kismayo, Somalia"," April 10, 2023",https://qaranjobs.com/job/programme-assistant-cp-case-workers-kismayo-somalia/,0
Junior Logistics Specialist ,GIZ ,Kismayo," April 9, 2023",https://qaranjobs.com/job/junior-logistics-specialist-kismayo/,0
Financial Services and Private Sector Specialist ,Mercy Corps ,"Mogadishu, Somalia"," April 9, 2023",https://qaranjobs.com/job/financial-services-and-private-sector-specialist-mogadishu-somalia/,0
RE-Advert: Senior Resilience MEL Officer/Facilitator ,Mercy Corps ,"Mogadishu, Somalia"," April 9, 2023",https://qaranjobs.com/job/re-advert-senior-resilience-mel-officer-facilitator-mogadishu-somalia-2/,0
RE-Advert: Research Coordinator ,Mercy Corps ,"Baidoa, Somalia"," April 9, 2023",https://qaranjobs.com/job/re-advert-research-coordinator-baidoa-somalia-2/,0
RE-Advert: Story telling officer ,Mercy Corps ,"Baidoa, Somalia"," April 9, 2023",https://qaranjobs.com/job/re-advert-story-telling-officer-baidoa-somalia/,0
RE-Advert: Research Officer ,Mercy Corps ,"Baidoa, Somalia"," April 9, 2023",https://qaranjobs.com/job/re-advert-research-officer-baidoa-somalia/,0
Assistant Program Officer ,Mercy Corps ,"Mogadishu, Somalia"," April 9, 2023",https://qaranjobs.com/job/assistant-program-officer-mogadishu-somalia/,0
Food Security and Livelihood Program Officer ,Mercy Corps ,"Jowhar, Somalia"," April 9, 2023",https://qaranjobs.com/job/food-security-and-livelihood-program-officer-jowhar-somalia/,0
Digital Workplace Analyst ,World Vision International (WVI) ,"Baidoa, Somalia"," April 9, 2023",https://qaranjobs.com/job/digital-workplace-analyst-baidoa-somalia/,0
Project Coordinator ,Hirshabelle State Of Somalia ,"Jowhar, Hirshabelle State of Somalia"," April 9, 2023",https://qaranjobs.com/job/project-coordinator-jowhar-hirshabelle-state-of-somalia/,0
Social Safeguards Officer ,Galmudug State Of Somalia ,"Dhusamareb, Galmudug State of Somalia"," April 9, 2023",https://qaranjobs.com/job/social-safeguards-officer-dhusamareb-galmudug-state-of-somalia/,0
Re-Advert: Hospital Night Manager ,Somali-Sudanese Specialized Hospital ,"Mogadishu, Somalia"," April 9, 2023",https://qaranjobs.com/job/re-advert-hospital-night-manager-mogadishu-somalia/,0
Senior WASH Officer ,Islamic Relief ,"Hargelle woreda, Somali Regional State"," April 8, 2023",https://qaranjobs.com/job/senior-wash-officer-hargelle-woreda-somali-regional-state/,0
Close Protection Officer ,CTG ,"Mogadishu, Somalia"," April 8, 2023",https://qaranjobs.com/job/close-protection-officer-mogadishu-somalia-2/,0
"HUMANITARIAN AFFAIRS OFFICER/ HEAD OF SUB OFFICE, P3 ",UNOCHA ,Gaalkacyo," April 8, 2023",https://qaranjobs.com/job/humanitarian-affairs-officer-head-of-sub-office-p3-gaalkacyo/,0
Hydro climatic modelling for Developing scenarios of future water availability under climate change conditions for the Juba River basin,Ministry of Energy and Water Resources - FGS ,Somalia," April 8, 2023",https://qaranjobs.com/job/hydro-climatic-modelling-for-developing-scenarios-of-future-water-availability-under-climate-change-conditions-for-the-juba-river-basin/,0
UNSOS Project Manager (1 Position) ,CTG ,"Mogadishu, Somalia"," April 7, 2023",https://qaranjobs.com/job/unsos-project-manager-1-position-mogadishu-somalia/,0
Civil Engineer ,FAO ,"Mogadishu, Somalia"," April 7, 2023",https://qaranjobs.com/job/civil-engineer-marine-infrastructure-mogadishu-somalia-2/,1
Emergency Coordinator ,DRC ,"Mogadishu, Somalia"," April 7, 2023",https://qaranjobs.com/job/emergency-coordinator-mogadishu-somalia-5/,0
Education Coordinator Somalia South Central (National Position) ,NRC ,"Baidoa, Somalia"," April 7, 2023",https://qaranjobs.com/job/education-coordinator-somalia-south-central-national-position-baidoa-somalia/,0
Admin & Logistic Assistant ,SOS Children’s Villages International ,Baidoa," April 6, 2023",https://qaranjobs.com/job/admin-logistic-assistant-baidoa/,0
"Security Officer, FS6 ",UNSOS ,"Jowhar, Somalia"," April 6, 2023",https://qaranjobs.com/job/security-officer-fs6-jowhar-somalia/,0
Finance Officer ,NRC ,"Kismayo, Somalia"," April 6, 2023",https://qaranjobs.com/job/finance-officer-kismayo-somalia-4/,0
Business Development & Funding Manager ,OXFAM ,"Hargeisa, Somalia"," April 6, 2023",https://qaranjobs.com/job/business-development-funding-manager-hargeisa-2/,0
"Consortium Monitoring, Evaluation, Accountability, and Learning (MEAL) Coordinator ",Action Against Hunger ,"Mogadishu, Somalia"," April 6, 2023",https://qaranjobs.com/job/consortium-monitoring-evaluation-accountability-and-learning-meal-coordinator-mogadishu-somalia/,0
Horn of Africa : Transparency and Compliance Manager ,ACTED ,Somalia," April 6, 2023",https://qaranjobs.com/job/horn-of-africa-transparency-and-compliance-manager-somalia/,0
Horn of Africa: Project Development Officer ,ACTED ,Somalia," April 6, 2023",https://qaranjobs.com/job/horn-of-africa-project-development-officer-somalia-2/,0
Archives and Records Manager ,National Civil Service Commission ,"Mogadishu, Somalia"," April 6, 2023",https://qaranjobs.com/job/archives-and-records-manager-mogadishu-somalia/,0
Corporate Manager ,IBS Bank ,"Mogadishu, Somalia"," April 6, 2023",https://qaranjobs.com/job/corporate-manager-mogadishu-somalia-2/,0
Supply Chain Intern ,IRC ,"Garowe, Somalia"," April 5, 2023",https://qaranjobs.com/job/supply-chain-intern-garowe-somalia/,0
Nutrition Nurse Assistant ,IRC ,"Mogadishu, Somalia"," April 5, 2023",https://qaranjobs.com/job/nutrition-nurse-assistant-mogadishu-somalia/,0
Admin Intern ,IRC ,"Garowe, Somalia"," April 5, 2023",https://qaranjobs.com/job/admin-intern-garowe-somalia/,0
Finance Assistants (2 Position) ,IRC ,"Mogadishu, Somalia"," April 5, 2023",https://qaranjobs.com/job/finance-assistants-2-position-mogadishu-somalia/,0
Programme Policy Officer ,WFP ,"Bossaso, Somalia"," April 5, 2023",https://qaranjobs.com/job/programme-policy-officer-bossaso-somalia/,0
Project Officer ,Nafis Network ,Erigavo," April 5, 2023",https://qaranjobs.com/job/project-officer-erigavo/,0
Project Manager ,Nafis Network ,Hargeisa," April 5, 2023",https://qaranjobs.com/job/project-manager-hargeisa/,0
Human Resource Officer ,Nagaad Network ,Hargeisa," April 5, 2023",https://qaranjobs.com/job/human-resource-officer-hargeisa/,0
Ecommerce Intern ,Huda Organics ,Hargeisa," April 4, 2023",https://qaranjobs.com/job/ecommerce-intern-hargeisa/,0
Marketing Assistant ,Huda Organics ,Hargeisa," April 4, 2023",https://qaranjobs.com/job/marketing-assistant/,0
Emergency Response & Preparedness Officer ,IRC ,"Mogadishu, Somalia"," April 4, 2023",https://qaranjobs.com/job/emergency-response-preparedness-officer-mogadishu-somalia/,0
Re-Advert: WPE Prevention Officer ,IRC ,"Mogadishu, Somalia"," April 4, 2023",https://qaranjobs.com/job/re-advert-wpe-prevention-officer-mogadishu-somalia/,0
Part-Time English Instructors ,Northstar College ,Hargeisa," April 4, 2023",https://qaranjobs.com/job/part-time-english-instructors-hargeisa/,0
Re-Advert: Sanitation and Hygiene Officer ,IRC ,Somali Regional State Of Ethiopia," April 4, 2023",https://qaranjobs.com/job/re-advert-sanitation-and-hygiene-officer-somali-regional-state-of-ethiopia/,0
Re-Advert: Community Wellbeing Initiative (CWI) Officer ,IRC ,Somali Regional State Of Ethiopia," April 4, 2023",https://qaranjobs.com/job/re-advert-community-wellbeing-initiative-cwi-officer-somali-regional-state-of-ethiopia/,0
Programme Officer ,UNHCR ,"Mogadishu, Somalia"," April 3, 2023",https://qaranjobs.com/job/programme-officer-mogadishu-somalia-8/,0
Shelter Officer ,UNHCR ,"Mogadishu, Somalia"," April 3, 2023",https://qaranjobs.com/job/shelter-officer-mogadishu-somalia-2/,0
Programme Officer ,UNHCR ,"Hargeisa, Somalia"," April 3, 2023",https://qaranjobs.com/job/programme-officer-hargeisa/,0
Livelihood and Economic Inclusion Officer ,UNHCR ,"Mogadishu, Somalia"," April 3, 2023",https://qaranjobs.com/job/livelihood-and-economic-inclusion-officer-mogadishu-somalia-2/,0
District Education Officers (15 Positions) ,Galmudug State Of Somalia ,Galmudug State Of Somalia," April 3, 2023",https://qaranjobs.com/job/district-education-officers-15-positions-galmudug-state-of-somalia/,0
District Education Supervisors (7 Positions) ,Galmudug State Of Somalia ,Galmudug State Of Somalia," April 3, 2023",https://qaranjobs.com/job/district-education-supervisors-7-positions-galmudug-state-of-somalia/,0
Regional Education Supervisors (RESs) (2 Positions) ,Galmudug State Of Somalia ,"Dhusamareb and Galkacyo, Somalia"," April 3, 2023",https://qaranjobs.com/job/regional-education-supervisors-ress-2-positions-galmudug-state-of-somalia/,0
Regional Education Officers (REOs) (2Positions) ,Galmudug State Of Somalia ,"Dhusamareb and Galkacyo, Somalia"," April 3, 2023",https://qaranjobs.com/job/regional-education-officers-reos-2positions-galmudug-state-of-somalia/,0
Area Manager ,DRC ,"Mogadishu, Somalia"," April 3, 2023",https://qaranjobs.com/job/area-manager-mogadishu-somalia-7/,0
Nurse Nutritionist/Auxiliary Nurse ,Shabelle Community Development Organization (SHACDO) ,"Afgoye district, Lower Shabelle region, Somalia"," April 2, 2023",https://qaranjobs.com/job/nurse-nutritionist-auxiliary-nurse-afgoye-district-lower-shabelle-region-somalia/,0
"Chief Of Service, Service Delivery, D1 ",UNSOS ,"Mogadishu, Somalia"," April 2, 2023",https://qaranjobs.com/job/chief-of-service-service-delivery-d1-mogadishu-somalia-2/,0
Relationship Manager SME ,IBS Bank ,"Mogadishu, Somalia"," April 2, 2023",https://qaranjobs.com/job/relationship-manager-sme-mogadishu-somalia/,0
Corporate Manager ,IBS Bank ,"Mogadishu, Somalia"," April 2, 2023",https://qaranjobs.com/job/corporate-manager-mogadishu-somalia/,0
Field Monitors (Several Positions) ,Development Action Network (DAN) ,"Beledweyne, Bulaburte and Mahas, Somalia"," April 2, 2023",https://qaranjobs.com/job/field-monitors-several-positions-beledweyne-bulaburte-and-mahas-somalia/,0
Finance Analyst ,UNOPS ,"Mogadishu, Somalia"," April 1, 2023",https://qaranjobs.com/job/finance-analyst-mogadishu-somalia/,0
"Security Specialist, FTA, P3 ",UNFPA ,"Mogadishu, Somalia"," April 1, 2023",https://qaranjobs.com/job/security-specialist-fta-p3-mogadishu-somalia/,0
